reading_id,timestamp,system_id,collected_by,collection_method,conductivity,ph,total_hardness,m_alkalinity,chloride,free_halogen,inhibitor_ppm,iron,sulfite,nitrite,microbio_dipslide,units,notes
RD-01033,2026-06-24 13:30,SYS-0049,Tomas Rivera,field,1678.0,8.5,432.0,,199.0,0.5,8.2,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01034,2026-06-24 13:40,SYS-0036,Tomas Rivera,field,3215.0,11.2,0.6,,,,,0.27,28.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01035,2026-06-24 14:10,SYS-0020,Marcus Webb,field,1711.0,8.7,404.0,,174.0,0.66,10.6,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01036,2026-06-24 14:20,SYS-0021,Marcus Webb,field,2447.0,11.1,0.3,631.0,,,,0.34,31.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01037,2026-06-24 14:30,SYS-0039,Tomas Rivera,field,2716.0,9.6,,,,,,0.23,,993.0,,cond=uS/cm;nitrite=ppm,
RD-01038,2026-06-24 15:00,SYS-0027,Tomas Rivera,field,2502.0,10.8,0.4,528.0,,,,0.5,24.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01039,6/25/26 0:00,SYS-0014,BMS export,bms,3.05,8.6,,,,,,,,,,cond=mS/cm,
RD-01040,6/25/26 0:00,SYS-0015,BMS export,bms,2.96,8.8,,,,,,,,,,cond=mS/cm,
RD-01041,6/25/26 0:00,SYS-0016,BMS export,bms,2.98,8.9,,,,,,,,,,cond=mS/cm,
RD-01042,6/25/26 0:00,SYS-0017,BMS export,bms,2.96,8.4,,,,,,,,,,cond=mS/cm,
RD-01043,2026-06-25 10:40,SYS-0026,Dale Hardy,field,1457.0,8.4,25.8,,120.0,0.61,12.2,,,,,cond=uS/cm;hard=gpg;cl=ppm;inhib=ppm,
RD-01044,2026-06-25 10:50,SYS-0025,Dale Hardy,field,2865.0,11.4,0.4,,,,,0.47,24.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01045,2026-06-25 11:15,SYS-0018,Tomas Rivera,field,2690.0,9.5,,,,,233.0,0.24,,,,cond=uS/cm;moly=ppm,
RD-01046,2026-06-25 13:00,SYS-0014,Tomas Rivera,field,2821.0,8.8,416.0,,217.0,0.79,16.9,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01047,2026-06-25 13:00,SYS-0016,Tomas Rivera,field,2751.0,8.7,304.0,,222.0,0.41,16.8,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01048,2026-06-25 14:15,SYS-0015,Tomas Rivera,field,2923.0,8.7,419.0,,247,0.52,12.7,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01049,2026-06-25 15:40,SYS-0017,Tomas Rivera,field,2749.0,8.7,368.0,,191.0,0.44,16.0,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01050,6/26/26 0:00,SYS-0014,BMS export,bms,2.89,8.6,,,,,,,,,,cond=mS/cm,
RD-01051,6/26/26 0:00,SYS-0015,BMS export,bms,2.82,8.8,,,,,,,,,,cond=mS/cm,
RD-01052,6/26/26 0:00,SYS-0016,BMS export,bms,2.9,8.8,,,,,,,,,,cond=mS/cm,
RD-01053,6/26/26 0:00,SYS-0017,BMS export,bms,3.28,9.0,,,,,,,,,,cond=mS/cm,
RD-01054,2026-06-26 08:00,SYS-0011,Kyle Bishop,field,2828.0,11.3,0.9,668.0,,,,0.27,35.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01055,2026-06-26 12:20,SYS-0022,Dale Hardy,field,2970.0,11.0,0.7,672.0,,,,0.49,3,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01056,2026-06-26 12:30,SYS-0012,Kyle Bishop,field,1703.0,8.5,502.0,,156.0,0.71,9.5,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01057,2026-06-26 14:30,SYS-0013,Kyle Bishop,field,3193.0,9.3,,,,,249.0,0.13,,,,cond=uS/cm;moly=ppm,
RD-01058,2026-06-26 14:40,SYS-0041,Tomas Rivera,field,3207.0,11.2,0.9,,,,,0.55,34.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01059,2026-06-26 14:40,SYS-0042,Tomas Rivera,field,1647,8.5,438.0,,147.0,0.49,9.7,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01060,6/27/26 0:00,SYS-0014,BMS export,bms,2.91,,,,,,,,,,,cond=mS/cm,
RD-01061,6/27/26 0:00,SYS-0015,BMS export,bms,2.8,,,,,,,,,,,cond=mS/cm,
RD-01062,6/27/26 0:00,SYS-0016,BMS export,bms,2.89,8.8,,,,,,,,,,cond=mS/cm,
RD-01063,6/27/26 0:00,SYS-0017,BMS export,bms,2.91,8.9,,,,,,,,,,cond=mS/cm,
RD-01064,6/28/26 0:00,SYS-0014,BMS export,bms,2.87,,,,,,,,,,,cond=mS/cm,
RD-01065,6/28/26 0:00,SYS-0015,BMS export,bms,3.04,,,,,,,,,,,cond=mS/cm,
RD-01066,6/28/26 0:00,SYS-0016,BMS export,bms,2.81,8.7,,,,,,,,,,cond=mS/cm,
RD-01067,6/28/26 0:00,SYS-0017,BMS export,bms,3.0,8.9,,,,,,,,,,cond=mS/cm,
RD-01068,6/29/26 0:00,SYS-0014,BMS export,bms,2.96,8.6,,,,,,,,,,cond=mS/cm,
RD-01069,6/29/26 0:00,SYS-0015,BMS export,bms,2.88,8.8,,,,,,,,,,cond=mS/cm,
RD-01070,6/29/26 0:00,SYS-0016,BMS export,bms,2.98,,,,,,,,,,,cond=mS/cm,
RD-01071,6/29/26 0:00,SYS-0017,BMS export,bms,3.16,9.1,,,,,,,,,,cond=mS/cm,
RD-01072,2026-06-29 09:20,SYS-0033,Kyle Bishop,field,1412.0,10.2,1.0,263.0,,,,0.16,44.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01073,2026-06-29 10:40,SYS-0032,Kyle Bishop,field,1288.0,10.4,0.9,254.0,,,,0.21,34.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01074,2026-06-29 11:45,SYS-0003,Jenn Fowler,field,1481.0,8.8,380.0,,206.0,0.54,10.6,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01075,2026-06-29 12:15,SYS-0002,Jenn Fowler,field,2885.0,11.1,0.9,,,,,0.4,31.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01076,2026-06-29 13:10,SYS-0004,Jenn Fowler,field,1551.0,8.7,383.0,,181.0,0.33,12.0,,,,10^4,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01077,2026-06-29 13:20,SYS-0001,Jenn Fowler,field,2868.0,11.1,0.5,575.0,,,,0.19,39.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01078,2026-06-29 14:30,SYS-0005,Jenn Fowler,field,2392.0,9.6,,,,,,0.03,,1173.0,,cond=uS/cm;nitrite=ppm,
RD-01079,2026-06-29 15:00,SYS-0034,Kyle Bishop,field,1368.0,8.4,392.0,,173.0,0.71,8.2,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01080,6/30/26 0:00,SYS-0014,BMS export,bms,2.8,,,,,,,,,,,cond=mS/cm,
RD-01081,6/30/26 0:00,SYS-0015,BMS export,bms,2.83,,,,,,,,,,,cond=mS/cm,
RD-01082,6/30/26 0:00,SYS-0016,BMS export,bms,2.79,8.6,,,,,,,,,,cond=mS/cm,
RD-01083,6/30/26 0:00,SYS-0017,BMS export,bms,3.12,8.8,,,,,,,,,,cond=mS/cm,
RD-01084,2026-06-30 08:20,SYS-0044,Marcus Webb,field,3119.0,9.4,,,,,252.0,0.13,,,,cond=uS/cm;moly=ppm,
RD-01085,2026-06-30 09:15,SYS-0007,Marcus Webb,field,1492.0,8.9,428.0,,143.0,0.82,10.1,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01086,2026-06-30 09:50,SYS-0043,Marcus Webb,field,1542.0,8.6,401.0,,137.0,0.41,11.4,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01087,2026-06-30 10:50,SYS-0008,Marcus Webb,field,2658.0,9.4,,,,,,0.2,,935.0,,cond=uS/cm;nitrite=ppm,
RD-01088,2026-06-30 11:10,SYS-0006,Marcus Webb,field,2937.0,11.1,0.3,562.0,,,,1.05,25.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01089,7/1/26 0:00,SYS-0014,BMS export,bms,2.94,8.6,,,,,,,,,,cond=mS/cm,
RD-01090,7/1/26 0:00,SYS-0015,BMS export,bms,2.83,8.7,,,,,,,,,,cond=mS/cm,
RD-01091,7/1/26 0:00,SYS-0016,BMS export,bms,2.94,8.7,,,,,,,,,,cond=mS/cm,
RD-01092,7/1/26 0:00,SYS-0017,BMS export,bms,2.77,8.8,,,,,,,,,,cond=mS/cm,
RD-01093,2026-07-01 11:10,SYS-0027,Tomas Rivera,field,3299.0,11.4,0.4,,,,,0.22,24.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01094,2026-07-01 12:45,SYS-0054,Kyle Bishop,field,3046.0,9.5,,,,,,0.19,,943.0,,cond=uS/cm;nitrite=ppm,
RD-01095,2026-07-01 13:15,SYS-0029,Tomas Rivera,field,2451.0,9.0,,,,,208.0,0.05,,,,cond=uS/cm;moly=ppm,
RD-01096,2026-07-01 13:40,SYS-0028,Tomas Rivera,field,1656.0,8.6,391.0,,194.0,0.5,11.3,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01097,2026-07-01 14:30,SYS-0053,Kyle Bishop,field,2870.0,11.2,0.5,640.0,,,,0.47,23.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01098,7/2/26 0:00,SYS-0014,BMS export,bms,2.92,8.9,,,,,,,,,,cond=mS/cm,
RD-01099,7/2/26 0:00,SYS-0015,BMS export,bms,2.97,8.2,,,,,,,,,,cond=mS/cm,
RD-01100,7/2/26 0:00,SYS-0016,BMS export,bms,2.89,,,,,,,,,,,cond=mS/cm,
RD-01101,7/2/26 0:00,SYS-0017,BMS export,bms,2.92,8.7,,,,,,,,,,cond=mS/cm,
RD-01102,2026-07-02 10:50,SYS-0035,Dale Hardy,field,2680.0,11.2,0.5,671.0,,,,0.05,30.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01103,2026-07-02 11:20,SYS-0014,Jenn Fowler,field,2962.0,8.8,491.0,,233.0,0.61,15.0,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01104,2026-07-02 13:45,SYS-0015,Jenn Fowler,field,3057.0,8.5,374.0,,259,0.67,14.3,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01105,2026-07-02 14:10,SYS-0016,Jenn Fowler,field,3013.0,8.8,531.0,,232.0,0.59,11.0,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01106,2026-07-02 14:50,SYS-0018,Jenn Fowler,field,3330.0,9.3,,,,,241.0,0.13,,,,cond=uS/cm;moly=ppm,
RD-01107,2026-07-02 15:30,SYS-0017,Jenn Fowler,field,2902.0,8.6,400.0,,228.0,0.59,15.6,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01108,7/3/26 0:00,SYS-0014,BMS export,bms,2.72,8.6,,,,,,,,,,cond=mS/cm,
RD-01109,7/3/26 0:00,SYS-0015,BMS export,bms,2.93,8.8,,,,,,,,,,cond=mS/cm,
RD-01110,7/3/26 0:00,SYS-0016,BMS export,bms,2.96,8.7,,,,,,,,,,cond=mS/cm,
RD-01111,7/3/26 0:00,SYS-0017,BMS export,bms,2.97,8.7,,,,,,,,,,cond=mS/cm,
RD-01112,2026-07-03 08:50,SYS-0013,Kyle Bishop,field,2857.0,9.3,,,,,276.0,0.37,,,,cond=uS/cm;moly=ppm,
RD-01113,2026-07-03 10:10,SYS-0042,Jenn Fowler,field,1636,8.4,576.0,,79.0,0.53,9.8,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01114,2026-07-03 11:50,SYS-0012,Kyle Bishop,field,1525.0,7.9,430.0,,169.0,0.64,8.9,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01115,2026-07-03 12:45,SYS-0041,Jenn Fowler,field,2572.0,10.9,0,661.0,,,,0.29,29.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01116,2026-07-03 14:40,SYS-0011,Kyle Bishop,field,2712.0,11.1,0.6,,,,,0.36,30.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01117,7/4/26 0:00,SYS-0014,BMS export,bms,2.87,,,,,,,,,,,cond=mS/cm,
RD-01118,7/4/26 0:00,SYS-0015,BMS export,bms,2.83,8.5,,,,,,,,,,cond=mS/cm,
RD-01119,7/4/26 0:00,SYS-0016,BMS export,bms,2.95,8.7,,,,,,,,,,cond=mS/cm,
RD-01120,7/4/26 0:00,SYS-0017,BMS export,bms,2.87,,,,,,,,,,,cond=mS/cm,
RD-01121,7/5/26 0:00,SYS-0014,BMS export,bms,2.78,8.7,,,,,,,,,,cond=mS/cm,
RD-01122,7/5/26 0:00,SYS-0015,BMS export,bms,2.85,8.6,,,,,,,,,,cond=mS/cm,
RD-01123,7/5/26 0:00,SYS-0016,BMS export,bms,2.9,,,,,,,,,,,cond=mS/cm,
RD-01124,7/5/26 0:00,SYS-0017,BMS export,bms,3.02,8.9,,,,,,,,,,cond=mS/cm,
RD-01125,7/6/26 0:00,SYS-0014,BMS export,bms,2.76,8.8,,,,,,,,,,cond=mS/cm,
RD-01126,7/6/26 0:00,SYS-0015,BMS export,bms,2.94,8.6,,,,,,,,,,cond=mS/cm,
RD-01127,7/6/26 0:00,SYS-0016,BMS export,bms,2.86,8.7,,,,,,,,,,cond=mS/cm,
RD-01128,7/6/26 0:00,SYS-0017,BMS export,bms,3.12,9.0,,,,,,,,,,cond=mS/cm,
RD-01129,2026-07-06 08:15,SYS-0005,Jenn Fowler,field,2885.0,9.3,,,,,,0.23,,982.0,,cond=uS/cm;nitrite=ppm,
RD-01130,2026-07-06 09:15,SYS-0022,Dale Hardy,field,2559.0,11.3,0.6,,,,,0.23,8,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01131,2026-07-06 10:15,SYS-0040,Dale Hardy,field,2866.0,11.2,0.4,,,,,0.16,20.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01132,2026-07-06 11:50,SYS-0004,Jenn Fowler,field,1620.0,8.4,406.0,,193.0,0.28,10.9,,,,10^4,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01133,2026-07-06 12:40,SYS-0002,Jenn Fowler,field,2663.0,11.1,1.1,524.0,,,,0.36,29.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01134,2026-07-06 14:10,SYS-0003,Jenn Fowler,field,1428.0,8.8,343.0,,144.0,0.54,10.6,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01135,2026-07-06 14:15,SYS-0001,Jenn Fowler,field,2911.0,10.9,0,,,,,0.32,29.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01136,7/7/26 0:00,SYS-0014,BMS export,bms,2.77,8.9,,,,,,,,,,cond=mS/cm,
RD-01137,7/7/26 0:00,SYS-0015,BMS export,bms,3.0,,,,,,,,,,,cond=mS/cm,
RD-01138,7/7/26 0:00,SYS-0016,BMS export,bms,2.89,,,,,,,,,,,cond=mS/cm,
RD-01139,7/7/26 0:00,SYS-0017,BMS export,bms,3.0,,,,,,,,,,,cond=mS/cm,
RD-01140,2026-07-07 08:20,SYS-0009,Marcus Webb,field,2523.0,11.1,1.0,,,,,0.23,33.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01141,2026-07-07 08:30,SYS-0006,Marcus Webb,field,2854.0,10.9,0.9,719.0,,,,1.15,22.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01142,2026-07-07 08:45,SYS-0008,Marcus Webb,field,2380.0,9.7,,,,,,0.21,,979.0,,cond=uS/cm;nitrite=ppm,
RD-01143,2026-07-07 15:15,SYS-0007,Marcus Webb,field,1619.0,8.8,370.0,,93.0,0.67,12.8,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01144,2026-07-07 15:45,SYS-0010,Marcus Webb,field,1617.0,8.5,495.0,,129.0,0.54,8.6,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01145,7/8/26 0:00,SYS-0014,BMS export,bms,2.96,8.6,,,,,,,,,,cond=mS/cm,
RD-01146,7/8/26 0:00,SYS-0015,BMS export,bms,2.88,,,,,,,,,,,cond=mS/cm,
RD-01147,7/8/26 0:00,SYS-0016,BMS export,bms,2.91,8.6,,,,,,,,,,cond=mS/cm,
RD-01148,7/8/26 0:00,SYS-0017,BMS export,bms,2.96,,,,,,,,,,,cond=mS/cm,
RD-01149,2026-07-08 09:15,SYS-0022,Dale Hardy,field,3070.0,11.0,0.8,722.0,,,,0.46,30,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01150,2026-07-08 10:20,SYS-0028,Tomas Rivera,field,1320.0,8.5,384.0,,163.0,0.77,10.0,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01151,2026-07-08 10:30,SYS-0036,Tomas Rivera,field,2794.0,11.3,0.9,546.0,,,,0.29,32.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01152,2026-07-08 11:15,SYS-0029,Tomas Rivera,field,2280.0,9.4,,,,,213.0,0.26,,,,cond=uS/cm;moly=ppm,
RD-01153,2026-07-08 11:20,SYS-0021,Marcus Webb,field,2616.0,11.4,1.0,627.0,,,,0.16,23.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01154,2026-07-08 11:50,SYS-0019,Marcus Webb,field,2803.0,9.7,,,,,,1.05,,510,,cond=uS/cm;nitrite=ppm,Sample drawn before re-dose.
RD-01155,2026-07-08 12:00,SYS-0020,Marcus Webb,field,1393.0,8.5,425.0,,202.0,0.7,10.8,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01156,2026-07-08 12:00,SYS-0037,Tomas Rivera,field,2911.0,10.8,0.7,615.0,,,,0.36,29.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01157,2026-07-08 12:30,SYS-0027,Tomas Rivera,field,3095.0,11.2,1.1,651.0,,,,0.47,25.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01158,2026-07-08 15:40,SYS-0039,Tomas Rivera,field,2668.0,9.6,,,,,,0.2,,924.0,,cond=uS/cm;nitrite=ppm,
RD-01159,2026-07-08 15:50,SYS-0038,Tomas Rivera,field,1506.0,8.5,449.0,,196.0,0.75,13.9,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01160,7/9/26 0:00,SYS-0014,BMS export,bms,2.88,8.8,,,,,,,,,,cond=mS/cm,
RD-01161,7/9/26 0:00,SYS-0015,BMS export,bms,2.69,8.9,,,,,,,,,,cond=mS/cm,
RD-01162,7/9/26 0:00,SYS-0016,BMS export,bms,2.98,,,,,,,,,,,cond=mS/cm,
RD-01163,7/9/26 0:00,SYS-0017,BMS export,bms,2.9,,,,,,,,,,,cond=mS/cm,
RD-01164,2026-07-09 10:45,SYS-0014,Jenn Fowler,field,2783.0,8.7,275.0,,232.0,0.62,13.9,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01165,2026-07-09 11:00,SYS-0015,Jenn Fowler,field,2980.0,7.9,294.0,,248,0.45,12.6,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01166,2026-07-09 11:50,SYS-0025,Dale Hardy,field,2708.0,11.3,0.6,627.0,,,,0.16,27.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01167,2026-07-09 13:15,SYS-0016,Jenn Fowler,field,3239.0,8.6,421.0,,178.0,0.51,15.7,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01168,2026-07-09 13:50,SYS-0026,Dale Hardy,field,1502.0,8.6,28.9,,263.0,0.81,11.0,,,,,cond=uS/cm;hard=gpg;cl=ppm;inhib=ppm,
RD-01169,2026-07-09 14:20,SYS-0017,Jenn Fowler,field,2808.0,8.8,461.0,,272.0,0.64,13.1,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01170,2026-07-09 15:10,SYS-0018,Jenn Fowler,field,2199.0,9.7,,,,,275.0,0.14,,,,cond=uS/cm;moly=ppm,
RD-01171,2026-07-09 15:40,SYS-0031,Dale Hardy,field,1602.0,8.9,23.2,,148.0,0.46,13.5,,,,,cond=uS/cm;hard=gpg;cl=ppm;inhib=ppm,
RD-01172,2026-07-09 15:45,SYS-0030,Dale Hardy,field,3122.0,9.5,,,,,,0.34,,1002.0,,cond=uS/cm;nitrite=ppm,
RD-01173,7/10/26 0:00,SYS-0014,BMS export,bms,2.84,,,,,,,,,,,cond=mS/cm,
RD-01174,7/10/26 0:00,SYS-0015,BMS export,bms,3.01,8.8,,,,,,,,,,cond=mS/cm,
RD-01175,7/10/26 0:00,SYS-0016,BMS export,bms,3.07,8.7,,,,,,,,,,cond=mS/cm,
RD-01176,7/10/26 0:00,SYS-0017,BMS export,bms,3.0,,,,,,,,,,,cond=mS/cm,
RD-01177,2026-07-10 10:15,SYS-0013,Kyle Bishop,field,2460.0,9.9,,,,,255.0,0.25,,,,cond=uS/cm;moly=ppm,
RD-01178,2026-07-10 11:15,SYS-0012,Kyle Bishop,field,1408.0,8.3,506.0,,145.0,0.62,8.2,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01179,2026-07-10 13:30,SYS-0041,Jenn Fowler,field,2741.0,10.8,0.8,,,,,0.33,27.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01180,2026-07-10 15:10,SYS-0011,Kyle Bishop,field,3045.0,11.0,0.7,617.0,,,,0.39,36.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01181,2026-07-10 15:15,SYS-0042,Jenn Fowler,field,1641,8.6,409.0,,239.0,0.55,8.9,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01182,7/11/26 0:00,SYS-0014,BMS export,bms,2.76,8.8,,,,,,,,,,cond=mS/cm,
RD-01183,7/11/26 0:00,SYS-0015,BMS export,bms,2.89,8.6,,,,,,,,,,cond=mS/cm,
RD-01184,7/11/26 0:00,SYS-0016,BMS export,bms,2.99,8.7,,,,,,,,,,cond=mS/cm,
RD-01185,7/11/26 0:00,SYS-0017,BMS export,bms,2.92,8.9,,,,,,,,,,cond=mS/cm,
RD-01186,7/12/26 0:00,SYS-0014,BMS export,bms,2.79,8.8,,,,,,,,,,cond=mS/cm,
RD-01187,7/12/26 0:00,SYS-0015,BMS export,bms,2.81,,,,,,,,,,,cond=mS/cm,
RD-01188,7/12/26 0:00,SYS-0016,BMS export,bms,2.91,,,,,,,,,,,cond=mS/cm,
RD-01189,7/12/26 0:00,SYS-0017,BMS export,bms,2.94,,,,,,,,,,,cond=mS/cm,
RD-01190,7/13/26 0:00,SYS-0014,BMS export,bms,2.81,,,,,,,,,,,cond=mS/cm,
RD-01191,7/13/26 0:00,SYS-0015,BMS export,bms,2.8,8.7,,,,,,,,,,cond=mS/cm,
RD-01192,7/13/26 0:00,SYS-0016,BMS export,bms,2.9,,,,,,,,,,,cond=mS/cm,
RD-01193,7/13/26 0:00,SYS-0017,BMS export,bms,2.86,8.9,,,,,,,,,,cond=mS/cm,
RD-01194,2026-07-13 08:40,SYS-0001,Jenn Fowler,field,2704.0,11.1,0.2,602.0,,,,0.11,33.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01195,2026-07-13 08:40,SYS-0033,Kyle Bishop,field,1390.0,10.3,0.7,,,,,0.23,57.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01196,2026-07-13 09:50,SYS-0002,Jenn Fowler,field,3092.0,10.9,0.8,,,,,0.17,29.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01197,2026-07-13 10:10,SYS-0034,Kyle Bishop,field,1625.0,8.5,434.0,,211.0,0.51,11.4,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01198,2026-07-13 12:10,SYS-0032,Kyle Bishop,field,1317.0,10.4,0.9,303.0,,,,0.42,34.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01199,2026-07-13 13:20,SYS-0005,Jenn Fowler,field,3034.0,9.5,,,,,,0.13,,969.0,,cond=uS/cm;nitrite=ppm,
RD-01200,2026-07-13 13:45,SYS-0003,Jenn Fowler,field,1407.0,8.6,441.0,,246.0,0.55,13.9,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01201,2026-07-13 15:45,SYS-0004,Jenn Fowler,field,1629.0,8.7,434.0,,122.0,0.17,11.0,,,,10^4,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01202,7/14/26 0:00,SYS-0014,BMS export,bms,2706,8.8,,,,,,,,,,cond=uS/cm,
RD-01203,7/14/26 0:00,SYS-0015,BMS export,bms,2889,,,,,,,,,,,cond=uS/cm,
RD-01204,7/14/26 0:00,SYS-0016,BMS export,bms,2887,,,,,,,,,,,cond=uS/cm,
RD-01205,7/14/26 0:00,SYS-0017,BMS export,bms,3063,8.9,,,,,,,,,,cond=uS/cm,
RD-01206,2026-07-14 08:10,SYS-0044,Marcus Webb,field,2738.0,8.7,,,,,279.0,0.13,,,,cond=uS/cm;moly=ppm,
